¿Eres fan de los triples?;¿Cuántos años tienes?;Género;¿En qué distrito de Lima Metropolitana resides o pasas la mayor parte de tu tiempo?;¿Con qué frecuencia consumes triples durante la semana?;¿En qué momento disfrutas más de este tipo de snack? (Selecciona todas las que apliquen);¿Dónde compras tus triples actualmente?;¿Qué valoras más al elegir un triple?;¿Cuál de estas presentaciones de Triple X te parece más atractiva y deliciosa?;¿Qué tipo de cremas o salsas te gustaría que acompañen nuestros triples? (Selecciona todas las que apliquen);¿Tienes en mente alguna crema especial que no viste en la lista anterior y te encantaría que acompañe nuestros triples?;Si tuvieras la oportunidad de probar un nuevo triple fácil de llevar, con rellenos sabrosos y diferentes, ¿qué tanto te interesaría?;¿Qué tan dispuesto(a) estás a probar sabores nuevos en productos como los triples?;¿Con qué te gustaría acompañar tu triple al momento de comerlo? (Selecciona todas las que apliquen);Considerando un triple de buena calidad y tamaño, ¿Cuánto te parecería justo pagar?;¿Dónde te gustaría poder comprar este Triple X? (Selecciona todas las que apliquen);¿Con qué frecuencia utilizarías un servicio de delivery para pedir estos triples?;Si el producto cumple con tus expectativas, ¿qué tan probable sería que lo recomiendes a un amigo o familiar?;¿Tienes algún comentario, sugerencia o idea adicional que quieras compartir con nosotros sobre este nuevo producto?
No, no son lo mío;18 - 24 años;Femenino;Santa Rosa;Rara vez o nunca;En reuniones con amigos o familiares;Supermercados;Ingredientes naturales/saludables;La golosito (pollito a la brasa con papitas);Mayonesa;Mmm... quizás una crema de queso con cebollín, ¡sería genial!;Interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Entre S/ 12.00 y S/ 13.00;Kioscos o carretillas;A veces;Poco probable;Práctico para llevar, ¡pero más sabores serían geniales!
Sí, me encantan;18 - 24 años;Masculino;Santa Rosa;Una vez por semana o menos;Como almuerzo o cena ligera;Apps de delivery;Precio accesible;La golosito (pollito a la brasa con papitas);Tártara;¡Ay, mi estrés! Una crema de calabaza y jengibre, por favor. ✨;Nada interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Apps de delivery;Siempre;Nada probable;¡Necesito esto en mi vida para desconectar y soñar despierta!
No, no son lo mío;35 - 44 años;Masculino;San Miguel;2 a 3 veces por semana;Como un snack rápido entre comidas (media mañana/tarde);Kioscos o carretillas;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Tártara;¡Hummus de remolacha! Saludable, vibrante y perfecto para llevar de viaje.;Poco interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 12.00 y S/ 13.00;Ferias o mercados locales;Rara vez;Neutro;¡Perfecto para viajes y días ajetreados! Más variedad, por favor.
No, no son lo mío;35 - 44 años;Femenino;Santa María del Mar;4 a 6 veces por semana;En reuniones con amigos o familiares;Supermercados;Precio accesible;La picante (pollo deshilachado, con salsa BBQ);Tártara;¡Crema de aguacate y cilantro, fresca y con un toque picante!;Poco interesado;A veces pruebo cosas nuevas;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Ferias o mercados locales;Siempre;Muy probable;¡Genial! Más variedad de sabores y un empaque eco-amigable, porfa.
No, no son lo mío;35 - 44 años;Masculino;Jesús María;Rara vez o nunca;Para llevar (al trabajo, estudio, paseo);Kioscos o carretillas;Precio accesible;La golosito (pollito a la brasa con papitas);Ketchup;Mmm... ¡Dulce de leche salado con un toque de lavanda! ✨;Interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Más de S/ 20.00;Apps de delivery;Nunca;Neutro;¡Me encanta la idea, pero necesito algo *realmente* rápido y fácil!
No, no son lo mío;35 - 44 años;Femenino;La Victoria;Todos los días;En eventos o celebraciones pequeñas;Tiendas de conveniencia (Tambo, Oxxo, etc.);Tamaño práctico y fácil de llevar;La golosito (pollito a la brasa con papitas);Tártara;¡Mantequilla de almendras con matcha y un toque de jengibre! 🚀;Nada interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Entre S/ 14.00 y S/ 15.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Nada probable;¡Sabor a aventura, energía para explorar el mundo!
Sí, me encantan;18 - 24 años;Femenino;San Isidro;Una vez por semana o menos;Para llevar (al trabajo, estudio, paseo);Directo en redes sociales;Sabor delicioso;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;¡Hummus de pimiento rojo ahumado! Perfecto para maratonear series.;Poco interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Directo en redes sociales;Rara vez;Nada probable;¡Me encanta la idea! Perfecto para maratones de series, ¡y fácil!
Sí, me encantan;Menos de 18 años;Masculino;Santa Rosa;Rara vez o nunca;Para el desayuno o lonche;Directo en redes sociales;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;¡Uf, sí! Una crema de aguacate y cilantro, ¡explosión de sabor! 🥑🌿;Muy interesado;Me encanta innovar;Con gaseosa, jugo o agua;Entre S/ 14.00 y S/ 15.00;Ferias o mercados locales;A veces;Probable;¡Me encanta! Súper versátil, ideal para compartir y ¡mucha energía! ✨🎶
No, no son lo mío;Más de 45 años;Masculino;Breña;2 a 3 veces por semana;Para llevar (al trabajo, estudio, paseo);Tiendas de conveniencia (Tambo, Oxxo, etc.);Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Ketchup;Mmm... ¡Mantequilla de almendras con un toque de miel, porfa! 🍯✨;Muy interesado;A veces pruebo cosas nuevas;Prefiero solo el triple, sin acompañamientos;Entre S/ 16.00 y S/ 20.00;Directo en redes sociales;Rara vez;Probable;¡Me encanta! Ideal para mis entrenos y aventuras viajeras. 😊
Sí, me encantan;18 - 24 años;Masculino;San Miguel;Rara vez o nunca;Como almuerzo o cena ligera;Supermercados;Innovación o formato novedoso;La insaciable (chorizo con chimichurri);Tártara;¡Mantequilla de maní con chocolate! Un capricho rápido y energético. 📸;Muy interesado;Me encanta innovar;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Ferias o mercados locales;A veces;Neutro;¡Fácil, rápido y nutritivo! Perfecto para padres ocupados y con energía.
Sí, me encantan;Menos de 18 años;Femenino;Santa Rosa;2 a 3 veces por semana;Para llevar (al trabajo, estudio, paseo);Ferias o mercados locales;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Ají criollo;Mmm... ¿crema de avellanas con chocolate? Suena bien, ¡quizás!;Nada interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Apps de delivery;Rara vez;Probable;Mmm... quizás más variedad de sabores, ¡y que sea fácil abrir!
Sí, me encantan;Más de 45 años;Femenino;Santa Anita;Una vez por semana o menos;En eventos o celebraciones pequeñas;Apps de delivery;Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Mayonesa;¡Una crema de aguacate y cilantro, fresca y con un toque picante!;Interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 12.00 y S/ 13.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Siempre;Poco probable;¡Me encanta! Podría ser aún más versátil con hierbas frescas cultivadas.
Sí, me encantan;35 - 44 años;Masculino;Santiago de Surco;2 a 3 veces por semana;Para llevar (al trabajo, estudio, paseo);Kioscos o carretillas;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Ketchup;Hummus de aceitunas kalamata, sofisticado y nutritivo para mi ritmo.;Muy interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Apps de delivery;Nunca;Neutro;Excelente opción para energía sostenida, ideal para mentes activas y conscientes.
Sí, me encantan;Menos de 18 años;Femenino;Carabayllo;Todos los días;En reuniones con amigos o familiares;Tiendas de conveniencia (Tambo, Oxxo, etc.);Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Mayonesa;¡Ají amarillo cremoso! Le daría un toque peruano increíble. 📸🌶️;Muy interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Entre S/ 12.00 y S/ 13.00;Supermercados;Rara vez;Neutro;¡Súper adictivo! Más sabores locales, ¡y fotos para Instagram, porfa! ✨
Sí, me encantan;25 - 34 años;Masculino;La Molina;Una vez por semana o menos;Para el desayuno o lonche;Directo en redes sociales;Sabor delicioso;La insaciable (chorizo con chimichurri);Tártara;¡Una crema de aguacate y cilantro, fresca y vibrante!;Interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Entre S/ 14.00 y S/ 15.00;Directo en redes sociales;Rara vez;Muy probable;¡Genial! Más opciones veganas y locales, ¡siempre es bienvenida! 🌱✨
Sí, me encantan;25 - 34 años;Masculino;Villa María del Triunfo;Todos los días;Para llevar (al trabajo, estudio, paseo);Tiendas de conveniencia (Tambo, Oxxo, etc.);Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Mayonesa;¡Definitivamente una crema de aguacate y cilantro, súper fresca! 🥑🌿;Poco interesado;Me encanta innovar;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Supermercados;Rara vez;Probable;¡Me encanta! Podría tener versiones más pequeñas para probar más sabores.
No, no son lo mío;35 - 44 años;Femenino;Surquillo;2 a 3 veces por semana;Para llevar (al trabajo, estudio, paseo);Directo en redes sociales;Ingredientes naturales/saludables;La golosito (pollito a la brasa con papitas);Ají criollo;¡Una crema de aguacate y jalapeño tostado, picantita y fresca! 🥑🌶️;Nada interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Más de S/ 20.00;Ferias o mercados locales;A veces;Muy probable;¡Me encanta! Ideal para experimentar con ingredientes frescos del huerto. ✨
No, no son lo mío;Menos de 18 años;Masculino;Chorrillos;2 a 3 veces por semana;En eventos o celebraciones pequeñas;Tiendas de conveniencia (Tambo, Oxxo, etc.);Ingredientes naturales/saludables;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;¡Definitivamente una crema de aguacate y cilantro, fresca y vibrante! 🥑🌿;Interesado;Me encanta innovar;Con gaseosa, jugo o agua;Menos de S/ 11.00;Ferias o mercados locales;A veces;Probable;¡Genial para viajes! Práctico, fácil de usar y súper sabroso.
No, no son lo mío;Menos de 18 años;Masculino;Lince;2 a 3 veces por semana;Para el desayuno o lonche;Tiendas de conveniencia (Tambo, Oxxo, etc.);Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Ketchup;¡Uf, necesito calma! ¿Crema de aguacate y wasabi, porfa? 🥑🔥🧘‍♀️;Nada interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Supermercados;Nunca;Neutro;¡Me encanta! Necesito esto para calmar el caos creativo, ¡urgente! ✨
No, no son lo mío;Menos de 18 años;Femenino;Pachacámac;Todos los días;Para llevar (al trabajo, estudio, paseo);Tiendas de conveniencia (Tambo, Oxxo, etc.);Tamaño práctico y fácil de llevar;La golosito (pollito a la brasa con papitas);Mayonesa;¡Mantequilla de almendras con un toque de canela, sería ideal!;Interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Directo en redes sociales;Nunca;Probable;¡Suena genial! Quizás sabores más naturales y menos artificiales, porfa.
Sí, me encantan;Más de 45 años;Femenino;Chorrillos;Todos los días;Para llevar (al trabajo, estudio, paseo);Supermercados;Innovación o formato novedoso;La insaciable (chorizo con chimichurri);Ají criollo;¡Mmm, dulce de leche con brownie desmoronado! ¡Un capricho soñador!;Muy interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Apps de delivery;Nunca;Neutro;¡Fácil, rápido y me deja tiempo para mi serie, genial!
Sí, me encantan;35 - 44 años;Femenino;Magdalena del Mar;2 a 3 veces por semana;Para llevar (al trabajo, estudio, paseo);Apps de delivery;Ingredientes naturales/saludables;La golosito (pollito a la brasa con papitas);Mayonesa;¡Crema de ají amarillo con toquecito de maracuyá, wow! ✨;Poco interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Entre S/ 14.00 y S/ 15.00;Ferias o mercados locales;Rara vez;Nada probable;¡Súper! ¡Más sabores peruanos y recetas fáciles para jóvenes chefs! ✨🇵🇪
Sí, me encantan;Menos de 18 años;Masculino;El Agustino;4 a 6 veces por semana;Como almuerzo o cena ligera;Kioscos o carretillas;Precio accesible;La insaciable (chorizo con chimichurri);Ají criollo;Mmm... una crema de aguacate y cilantro, ¡sería perfecta!;Nada interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Entre S/ 14.00 y S/ 15.00;Directo en redes sociales;Siempre;Poco probable;Me parece interesante, pero quizás un poco dulce para mi gusto.
Sí, me encantan;35 - 44 años;Femenino;Ate;Rara vez o nunca;En reuniones con amigos o familiares;Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;¡Uf, sí! Crema de avellanas con sal, ¡sería increíble! 😩✨;Muy interesado;A veces pruebo cosas nuevas;Con gaseosa, jugo o agua;Entre S/ 12.00 y S/ 13.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Rara vez;Probable;¡Se ve genial! Necesito algo fácil y rápido, estoy agotado.
Sí, me encantan;Más de 45 años;Femenino;Santa Rosa;4 a 6 veces por semana;Como un snack rápido entre comidas (media mañana/tarde);Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La insaciable (chorizo con chimichurri);Ají criollo;¡Mermelada de higo casera! Combina perfecto con queso y jardín.;Muy interesado;No me gusta experimentar;Con gaseosa, jugo o agua;Menos de S/ 11.00;Apps de delivery;Siempre;Poco probable;¡Me encanta! Más opciones de sabores y empaque reciclable, porfa.
No, no son lo mío;Más de 45 años;Femenino;Breña;Todos los días;En eventos o celebraciones pequeñas;Directo en redes sociales;Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Ají criollo;¡Uy, qué rico! Definitivamente, una cremita de ají amarillo con queso fresco. 😋;Poco interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 16.00 y S/ 20.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Rara vez;Probable;¡Delicioso! ¡Más sabores peruanos auténticos, por favor! ¡Y con salsa criolla!
Sí, me encantan;25 - 34 años;Masculino;Lince;Una vez por semana o menos;Para el desayuno o lonche;Apps de delivery;Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Ketchup;Hummus de remolacha, suena intrigante y saludable. ¡Quizás lo pruebe!;Poco interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Entre S/ 12.00 y S/ 13.00;Apps de delivery;Rara vez;Muy probable;Me atrae la curiosidad, pero prefiero probar antes de opinar.
No, no son lo mío;18 - 24 años;Femenino;Surquillo;2 a 3 veces por semana;En reuniones con amigos o familiares;Apps de delivery;Sabor delicioso;La picante (pollo deshilachado, con salsa BBQ);Tártara;Mmm... ¡crema de avellanas con Nutella, porfa! (Sonrojado);Muy interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Entre S/ 16.00 y S/ 20.00;Ferias o mercados locales;A veces;Poco probable;¡Se ve útil, pero necesito algo súper rápido y fácil!
Sí, me encantan;25 - 34 años;Femenino;Lince;4 a 6 veces por semana;En eventos o celebraciones pequeñas;Supermercados;Innovación o formato novedoso;La insaciable (chorizo con chimichurri);Tártara;¡Uf, qué estrés! ¿Una crema de aguacate picante, porfa? Necesito algo que me anime. 🥑🌶️;Muy interesado;A veces pruebo cosas nuevas;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Directo en redes sociales;Siempre;Muy probable;¡Mmm, pinta bien... pero dudo que supere mis expectativas! 🏋️‍♀️✨
No, no son lo mío;Menos de 18 años;Masculino;Chorrillos;Una vez por semana o menos;Como un snack rápido entre comidas (media mañana/tarde);Kioscos o carretillas;Sabor delicioso;La golosito (pollito a la brasa con papitas);Mayonesa;¡Lavanda con miel y un toque de pimienta rosa, por favor! ✨;Poco interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Supermercados;Siempre;Muy probable;¡Intrigante! Exploraría maridajes inusuales y un packaging eco-consciente.
No, no son lo mío;25 - 34 años;Masculino;San Borja;Rara vez o nunca;Como almuerzo o cena ligera;Tiendas de conveniencia (Tambo, Oxxo, etc.);Tamaño práctico y fácil de llevar;La golosito (pollito a la brasa con papitas);Tártara;Uff, sinceramente... una crema de wasabi y jengibre, para despertar.;Nada interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Más de S/ 20.00;Apps de delivery;A veces;Poco probable;Suena interesante, pero dudo que realmente me relaje.
No, no son lo mío;Menos de 18 años;Femenino;Santiago de Surco;Todos los días;Como un snack rápido entre comidas (media mañana/tarde);Apps de delivery;Sabor delicioso;La golosito (pollito a la brasa con papitas);Mayonesa;¡Mmm, una crema de aguacate y lima, súper fresca y vibrante! 🥑✨;Interesado;Me encanta innovar;Con cerveza u otra bebida alcohólica;Más de S/ 20.00;Directo en redes sociales;A veces;Probable;¡Me encanta! Fotos coloridas y recetas fáciles serían geniales. ✨
No, no son lo mío;35 - 44 años;Masculino;San Borja;4 a 6 veces por semana;Para el desayuno o lonche;Tiendas de conveniencia (Tambo, Oxxo, etc.);Ingredientes naturales/saludables;La golosito (pollito a la brasa con papitas);Ketchup;¡Ají amarillo cremoso! Le daría un toque peruano increíble.;Nada interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Apps de delivery;A veces;Poco probable;Sabor auténtico, empaque práctico para llevar. ¡Me encanta para leer!
No, no son lo mío;Menos de 18 años;Femenino;San Martín de Porres;Rara vez o nunca;En reuniones con amigos o familiares;Supermercados;Sabor delicioso;La golosito (pollito a la brasa con papitas);Ají criollo;¡Definitivamente una crema de lavanda y miel, suena celestial! 💜🍯;Interesado;Prefiero los sabores clásicos;Con cerveza u otra bebida alcohólica;Entre S/ 14.00 y S/ 15.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Rara vez;Neutro;¡Me encanta la innovación! Más opciones picantes, por favor. ¡Y música con cada bocado!
No, no son lo mío;Más de 45 años;Masculino;San Luis;4 a 6 veces por semana;Para el desayuno o lonche;Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La golosito (pollito a la brasa con papitas);Mayonesa;¡Hummus de remolacha asada con un toque de chipotle, por favor!;Nada interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Directo en redes sociales;Rara vez;Neutro;¡Me encanta la idea! Más opciones integrales y menos procesados, por favor.
No, no son lo mío;Más de 45 años;Masculino;Pachacámac;Todos los días;En reuniones con amigos o familiares;Kioscos o carretillas;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Ketchup;¡Mantequilla de maní con plátano y un toque de canela, wow! 🤩;Muy interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Entre S/ 12.00 y S/ 13.00;Kioscos o carretillas;Nunca;Neutro;¡Súper! ¡Más sabores y packs para llevar de viaje, porfa! ✨
No, no son lo mío;18 - 24 años;Femenino;San Isidro;Rara vez o nunca;En reuniones con amigos o familiares;Supermercados;Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Mayonesa;¡Mermelada de higos con un toque de jengibre, por favor!;Nada interesado;Prefiero los sabores clásicos;Con cerveza u otra bebida alcohólica;Entre S/ 14.00 y S/ 15.00;Supermercados;Nunca;Nada probable;Fácil, rápido, nutritivo... ¡y que me deje tiempo para mi libro!
No, no son lo mío;Menos de 18 años;Masculino;San Bartolo;4 a 6 veces por semana;Como un snack rápido entre comidas (media mañana/tarde);Ferias o mercados locales;Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Mayonesa;Hummus de remolacha y jengibre, probablemente decepcionante, pero lo intentaría.;Interesado;Me encanta innovar;Con gaseosa, jugo o agua;Entre S/ 14.00 y S/ 15.00;Directo en redes sociales;Rara vez;Muy probable;Sabe bien, pero dudo que dure la emoción. Foto obligada.
Sí, me encantan;25 - 34 años;Femenino;Independencia;4 a 6 veces por semana;Para el desayuno o lonche;Supermercados;Ingredientes naturales/saludables;La picante (pollo deshilachado, con salsa BBQ);Tártara;¡Absolutamente! Una crema de aguacate y cilantro, fresca y vibrante.;Muy interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 14.00 y S/ 15.00;Ferias o mercados locales;A veces;Nada probable;¡Excelente! Fotografía apetitosa, sabor auténtico, ¡y fácil de usar! ¡Bravo!
No, no son lo mío;Menos de 18 años;Masculino;Miraflores;4 a 6 veces por semana;Para el desayuno o lonche;Ferias o mercados locales;Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Tártara;¡Uf, difícil! Quizás una crema de aguacate y cilantro picante.;Muy interesado;A veces pruebo cosas nuevas;Con papas (fritas, nativas o al hilo);Entre S/ 12.00 y S/ 13.00;Supermercados;Rara vez;Neutro;¡Me encanta! ¿Versiones más pequeñas para probar en viajes, porfa?
Sí, me encantan;Más de 45 años;Masculino;La Molina;4 a 6 veces por semana;Para el desayuno o lonche;Ferias o mercados locales;Tamaño práctico y fácil de llevar;La insaciable (chorizo con chimichurri);Tártara;Mmm... ¡Dulce de leche! Me recuerda a viajes con mi familia. 😊;Poco interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Más de S/ 20.00;Ferias o mercados locales;Siempre;Probable;¡Me encanta la idea! Fácil, rápido y me da tiempo para viajar.
Sí, me encantan;18 - 24 años;Masculino;Ate;Una vez por semana o menos;Para el desayuno o lonche;Ferias o mercados locales;Tamaño práctico y fácil de llevar;La picante (pollo deshilachado, con salsa BBQ);Tártara;Hummus de aguacate picante, ¡perfecto para llevar de viaje!;Muy interesado;A veces pruebo cosas nuevas;Prefiero solo el triple, sin acompañamientos;Menos de S/ 11.00;Apps de delivery;Siempre;Nada probable;Perfecto para viajes y días ajetreados, ¡me encanta la practicidad!
Sí, me encantan;18 - 24 años;Femenino;Magdalena del Mar;Rara vez o nunca;En reuniones con amigos o familiares;Kioscos o carretillas;Precio accesible;La insaciable (chorizo con chimichurri);Tártara;¡Ají amarillo cremoso, por favor! Me recuerda a mi Perú natal.;Interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Entre S/ 16.00 y S/ 20.00;Apps de delivery;A veces;Probable;¡Sabor auténtico y textura interesante! Ideal para acompañar una buena melodía.
No, no son lo mío;Más de 45 años;Masculino;Breña;Todos los días;En reuniones con amigos o familiares;Supermercados;Sabor delicioso;La golosito (pollito a la brasa con papitas);Mayonesa;Crema de aguacate y cilantro, fresca y con un toque cítrico.;Nada interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Ferias o mercados locales;Nunca;Muy probable;¡Me encanta! Quizás opciones con hierbas para cultivar en casa.
No, no son lo mío;Más de 45 años;Masculino;San Luis;2 a 3 veces por semana;Como almuerzo o cena ligera;Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;¡Definitivamente una crema de aguacate y cilantro, súper fresca!;Nada interesado;A veces pruebo cosas nuevas;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Kioscos o carretillas;Rara vez;Muy probable;¡Innovador! Podría fusionarse con música en eventos, ¡sería épico!
No, no son lo mío;18 - 24 años;Masculino;Surquillo;Una vez por semana o menos;Como un snack rápido entre comidas (media mañana/tarde);Directo en redes sociales;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;Mmm... ¡Una crema de aguacate y jalapeño ahumado, definitivamente!;Poco interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Entre S/ 16.00 y S/ 20.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Poco probable;¡Suena genial! ¿Podría ser versátil para recetas de novela y vida real?
No, no son lo mío;Menos de 18 años;Masculino;Miraflores;Rara vez o nunca;Como almuerzo o cena ligera;Directo en redes sociales;Sabor delicioso;La picante (pollo deshilachado, con salsa BBQ);Ketchup;Hummus de remolacha asada con un toque de jengibre, ¡por favor!;Interesado;Prefiero los sabores clásicos;Con cerveza u otra bebida alcohólica;Entre S/ 14.00 y S/ 15.00;Directo en redes sociales;A veces;Muy probable;Me encanta la idea, pero necesito ver la información nutricional detallada.
No, no son lo mío;Menos de 18 años;Masculino;La Molina;4 a 6 veces por semana;Para el desayuno o lonche;Kioscos o carretillas;Sabor delicioso;La golosito (pollito a la brasa con papitas);Mayonesa;¡Mmm, una crema de aguacate y cilantro picante sería genial!;Nada interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Kioscos o carretillas;Rara vez;Nada probable;¡Suena intrigante! Quizás un toque especiado, y maridaje musical sugerido.
No, no son lo mío;25 - 34 años;Masculino;Miraflores;2 a 3 veces por semana;En eventos o celebraciones pequeñas;Kioscos o carretillas;Precio accesible;La golosito (pollito a la brasa con papitas);Mayonesa;Mmm, difícil... ¿Quizás una crema de lavanda con miel y sal marina?;Muy interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Entre S/ 14.00 y S/ 15.00;Ferias o mercados locales;Nunca;Probable;Hmm, intrigante... ¿Podría tener un maridaje sugerido en la etiqueta?
No, no son lo mío;Más de 45 años;Femenino;San Miguel;Rara vez o nunca;En eventos o celebraciones pequeñas;Tiendas de conveniencia (Tambo, Oxxo, etc.);Tamaño práctico y fácil de llevar;La picante (pollo deshilachado, con salsa BBQ);Tártara;Hummus de pimiento rojo ahumado, ¡me recordaría a mi huerto!;Muy interesado;No me gusta experimentar;Prefiero solo el triple, sin acompañamientos;Entre S/ 14.00 y S/ 15.00;Kioscos o carretillas;Siempre;Neutro;Necesito algo relajante, no solo dulce, ¡quizás con lavanda!
No, no son lo mío;Más de 45 años;Masculino;San Borja;Todos los días;Para el desayuno o lonche;Apps de delivery;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Ketchup;¡Definitivamente! Una crema de aguacate y cilantro, ¡sería increíble! 🥑🌿;Interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Supermercados;Nunca;Nada probable;¡Me encanta! Podría tener versiones más pequeñas para estudiantes como yo.
Sí, me encantan;18 - 24 años;Femenino;Pueblo Libre;4 a 6 veces por semana;En reuniones con amigos o familiares;Kioscos o carretillas;Sabor delicioso;La insaciable (chorizo con chimichurri);Ketchup;¡Uy, una crema de ají amarillo con queso fresco, porfa! 😋;Nada interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Directo en redes sociales;A veces;Muy probable;¡Delicioso! Más sabores peruanos auténticos, por favor. ¡Y música para acompañar!
Sí, me encantan;Menos de 18 años;Masculino;Jesús María;2 a 3 veces por semana;En reuniones con amigos o familiares;Directo en redes sociales;Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Ají criollo;¡Crema de aguacate y cilantro, fresca y con un toque picante!;Interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Menos de S/ 11.00;Apps de delivery;Nunca;Poco probable;¡Me encanta! Facilita experimentar y probar nuevas combinaciones en casa.
No, no son lo mío;Menos de 18 años;Masculino;Villa María del Triunfo;2 a 3 veces por semana;Como almuerzo o cena ligera;Directo en redes sociales;Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Tártara;¡Definitivamente una crema de ají amarillo con queso fresco, porfa! 🤤;Muy interesado;A veces pruebo cosas nuevas;Con gaseosa, jugo o agua;Entre S/ 14.00 y S/ 15.00;Supermercados;Siempre;Neutro;¡Me encanta! Un respiro sabroso y peruano para el estrés diario.
